Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties
2021,NY,New York,Chautauqua,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,77.8,,,74.6,81.2,126807,36013,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Clinton,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,29.4,35.4,79596,36019,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-73.7056429 44.752712),2038
2021,NY,New York,Monroe,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,33,,,30.7,35.2,755160,36055,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-77.7005177 43.2503466),2093
2021,NY,New York,Orleans,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,7.9,,,7.1,8.7,40191,36073,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-78.2070281 43.3399059),626
2021,NY,New York,Broome,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.9,3.8,197240,36007,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-75.8302833 42.1619773),2033
2021,NY,New York,Rockland,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.4,,,2.9,3.9,339227,36087,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-74.0246616 41.1546276),628
2021,NY,New York,Essex,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,84,,,81.1,86.6,37268,36031,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Bronx,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.1,,,10.9,13.3,1424948,36005,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-73.852939 40.8487111),2032
2021,NY,New York,Yates,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,7.7,,,6.6,8.9,24613,36123,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-77.1043238 42.638237),2225
2020,NY,New York,Orleans,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,48.1,,,39.4,56.7,40191,36073,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-78.2070281 43.3399059),626
2021,NY,New York,New York,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5,,,4.4,5.6,1576876,36061,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-73.9701871 40.7766419),2095
2021,NY,New York,Chautauqua,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.4,6.0,126807,36013,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Madison,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,8,,,7.2,8.8,67658,36053,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-75.6635749 42.9100255),2092
2021,NY,New York,Sullivan,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,8.3,,,6.7,10.3,79806,36105,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-74.7715769 41.7199928),2180
2021,NY,New York,Cattaraugus,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,16.4,,,13.9,19.2,76426,36009,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-78.662332 42.2390986),2034
2021,NY,New York,Ontario,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,27.6,,,23.8,31.4,112508,36069,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-77.3034967 42.8563575),2133
2021,NY,New York,Onondaga,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.2,,,2.8,3.5,473236,36067,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.1961336 43.0065163),2132
2021,NY,New York,Cortland,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.6,,,14.9,20.5,46311,36023,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.0762398 42.594039),620
2021,NY,New York,Queens,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.6,5.7,2331143,36081,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-73.8412089 40.6546581),2137
2021,NY,New York,Niagara,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,79.9,,,76.5,82.7,211653,36063,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-78.8129431 43.2726719),2131
2021,NY,New York,Hamilton,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,20,,,17.1,23.1,5119,36041,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-74.5024556 43.6578786),622
2020,NY,New York,Chautauqua,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63,,,59.0,66.7,126807,36013,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-79.4075949 42.3042159),2035
2021,NY,New York,Suffolk,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.2,15.8,1526344,36103,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-72.6922183 40.943554),2179
2021,NY,New York,Chenango,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,57.9,,,53.8,62.0,46537,36017,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-75.6022407 42.4780238),2037
2021,NY,New York,Kings,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,35.3,,,33.2,37.5,2641052,36047,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-73.9506398 40.6350451),2090
2021,NY,New York,Schoharie,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.1,,,4.6,7.9,29863,36095,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-74.4381718 42.591294),629
2021,NY,New York,Oneida,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,6.1,,,5.3,6.8,230274,36065,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-75.4342824 43.2427273),625
2021,NY,New York,Schuyler,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,9.6,,,7.9,11.5,17752,36097,HLTHOUT,COPD,CrdPrv,COPD,POINT (-76.938603 42.4197755),2143
2021,NY,New York,St. Lawrence,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,28.5,,,25.7,31.7,108051,36089,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Oneida,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.2,,,24.7,30.1,230274,36065,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-75.4342824 43.2427273),625
2020,NY,New York,Oswego,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,13.7,,,8.9,19.1,117387,36075,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.2092618 43.4614431),2135
2021,NY,New York,Wyoming,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.3,,,2.8,3.8,40491,36121,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-78.2285667 42.7013627),2186
2021,NY,New York,Warren,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Age-adjusted prevalence,18.2,,,13.8,22.4,65618,36113,RISKBEH,CSMOKING,AgeAdjPrv,Current Smoking,POINT (-73.8381388 43.5551053),2183
2021,NY,New York,Ulster,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.6,,,28.4,34.8,182951,36111,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-74.2654582 41.9472124),2182
2020,NY,New York,Fulton,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,63.3,,,59.4,67.1,53116,36035,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-74.4236782 43.1156093),2085
2021,NY,New York,Putnam,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,18,,,15.6,20.8,97936,36079,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-73.7438608 41.4279067),627
2020,NY,New York,Cattaraugus,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,43.5,,,35.0,52.6,76426,36009,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-78.662332 42.2390986),2034
2021,NY,New York,Essex,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.3,,,6.1,8.8,37268,36031,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-73.7784307 44.1096005),2084
2021,NY,New York,Ulster,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,13.8,,,11.5,16.3,182951,36111,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-74.2654582 41.9472124),2182
2021,NY,New York,Chautauqua,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,126807,36013,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-79.4075949 42.3042159),2035
2020,NY,New York,Monroe,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,84.8,,,82.7,86.8,755160,36055,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,POINT (-77.7005177 43.2503466),2093
2021,NY,New York,Tioga,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.8,47980,36107,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-76.2974556 42.1780565),630
2021,NY,New York,Herkimer,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Age-adjusted prevalence,58.2,,,54.0,62.5,59937,36043,PREVENT,BPMED,AgeAdjPrv,Taking BP Medication,POINT (-74.8410968 43.571009),2088
2021,NY,New York,Sullivan,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,28.5,,,25.9,31.1,79806,36105,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-74.7715769 41.7199928),2180
2021,NY,New York,Cayuga,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,7.1,,,5.4,9.2,75880,36011,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-76.5745866 43.0085456),618
2020,NY,New York,Saratoga,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Age-adjusted prevalence,78.5,,,74.5,82.3,237359,36091,PREVENT,MAMMOUSE,AgeAdjPrv,Mammography,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,Schuyler,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,8.7,,,7.3,10.2,17752,36097,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-76.938603 42.4197755),2143
2021,NY,New York,Schoharie,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Age-adjusted prevalence,4.3,,,3.6,5.1,29863,36095,DISABLT,VISION,AgeAdjPrv,Vision Disability,POINT (-74.4381718 42.591294),629
2021,NY,New York,Nassau,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,10.9,,,9.3,12.6,1390907,36059,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-73.5894144 40.7296118),2094
2021,NY,New York,Essex,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.9,,,3.2,4.7,37268,36031,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-73.7784307 44.1096005),2084
2020,NY,New York,Cortland,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,34.7,,,32.8,36.5,46311,36023,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-76.0762398 42.594039),620
2021,NY,New York,Hamilton,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.7,,,13.1,18.5,5119,36041,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-74.5024556 43.6578786),622
2021,NY,New York,Schuyler,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,15.7,,,13.3,18.4,17752,36097,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-76.938603 42.4197755),2143
2021,NY,New York,Livingston,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.7,,,18.4,25.6,61578,36051,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-77.778463 42.7290418),2091
2021,NY,New York,Tioga,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.1,,,76.7,83.3,47980,36107,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-76.2974556 42.1780565),630
2021,NY,New York,Otsego,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.1,,,12.7,19.6,58123,36077,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Orange,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.9,,,8.6,11.2,404525,36071,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-74.3062522 41.4024096),2134
2020,NY,New York,Rensselaer,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,77.5,,,74.8,80.0,160232,36083,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-73.5138454 42.7104206),2138
2020,NY,New York,Chenango,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,37.6,,,30.0,45.4,46537,36017,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-75.6022407 42.4780238),2037
2021,NY,New York,Wayne,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,33.4,,,30.5,36.0,90923,36117,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-77.0494024 43.2181139),631
2020,NY,New York,Saratoga,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,44.5,,,37.2,52.4,237359,36091,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-73.8553872 43.1061353),2141
2021,NY,New York,St. Lawrence,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,80.8,,,77.6,83.7,108051,36089,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-75.074311 44.4881125),2140
2021,NY,New York,Delaware,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,13.9,,,11.6,16.5,44378,36025,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-74.9667281 42.1939865),2039
2021,NY,New York,Cortland,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,6.3,,,4.6,8.3,46311,36023,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-76.0762398 42.594039),620
2021,NY,New York,Allegany,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,30.9,,,27.1,35.0,46106,36003,DISABLT,DISABILITY,CrdPrv,Any Disability,POINT (-78.0261531 42.2478532),2031
2021,NY,New York,Tompkins,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,25.8,,,21.8,29.8,105162,36109,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-76.4734835 42.4530063),2181
2021,NY,New York,Cortland,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,24,,,20.0,28.2,46311,36023,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-76.0762398 42.594039),620
2020,NY,New York,Livingston,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,32.6,,,30.9,34.4,61578,36051,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-77.778463 42.7290418),2091
2021,NY,New York,Cattaraugus,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,16.7,,,14.5,19.0,76426,36009,HLTHSTAT,MHLTH,AgeAdjPrv,Mental Health,POINT (-78.662332 42.2390986),2034
2021,NY,New York,Putnam,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,79,,,76.0,81.8,97936,36079,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-73.7438608 41.4279067),627
2021,NY,New York,Otsego,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,7.6,,,6.4,9.0,58123,36077,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-75.028841 42.6297762),2136
2021,NY,New York,Chemung,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.4,,,10.7,14.3,83045,36015,HLTHSTAT,PHLTH,CrdPrv,Physical Health,POINT (-76.7524712 42.1486972),2036
2021,NY,New York,Monroe,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,14,,,12.1,16.3,755160,36055,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-77.7005177 43.2503466),2093
2021,NY,New York,Jefferson,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,27.6,,,25.3,29.9,116295,36045,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-76.0529678 43.996389),2089
2020,NY,New York,Seneca,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Age-adjusted prevalence,74,,,70.4,77.3,33688,36099,PREVENT,COLON_SCREEN,AgeAdjPrv,Colorectal Cancer Screening,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Onondaga,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.8,,,8.5,11.3,473236,36067,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-76.1961336 43.0065163),2132
2020,NY,New York,Seneca,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,64.9,,,61.2,68.7,33688,36099,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-76.827088 42.7822943),2144
2020,NY,New York,Albany,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,34,,,32.4,35.5,313743,36001,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-73.9740095 42.5882401),2030
2021,NY,New York,Chautauqua,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,17.3,,,14.7,20.0,126807,36013,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-79.4075949 42.3042159),2035
2020,NY,New York,Dutchess,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,48.8,,,40.8,56.6,297112,36027,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-73.7400411 41.7547699),2040
2021,NY,New York,Seneca,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.6,,,6.7,8.7,33688,36099,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-76.827088 42.7822943),2144
2021,NY,New York,Washington,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,7.7,,,6.7,8.7,60956,36115,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-73.4394282 43.3123766),2184
2020,NY,New York,Herkimer,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Age-adjusted prevalence,35.2,,,33.4,36.9,59937,36043,RISKBEH,SLEEP,AgeAdjPrv,Sleep <7 hours,POINT (-74.8410968 43.571009),2088
2020,NY,New York,Cortland,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,38.9,,,30.9,46.6,46311,36023,PREVENT,COREW,CrdPrv,Core preventive services for older women,POINT (-76.0762398 42.594039),620
